Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
1,1,"Adley Rutschman","BAL","C","MLB",2022,"70","Med",,"24.6527777","6' 2""","220","S","R",2019,"Draft","BAL",8100000,"Oregon State","Rutschman is a complete, franchise-altering prospect, and one of the most exciting young players in the entire sport. He's a switch-hitter with a hit/power combination that would probably make him an All-Star anywhere on the diamond, while also being a plus defender at the most demanding position in baseball, and an intense, vocal, charismatic leader. His track record of superlative statistical performance and unanimous scout adoration has continued uninterrupted for nearly half a decade now, and in our eyes, he is in a tier of his own as the best prospect in baseball. 
From the fall after his freshman season onward, Rutschman went wire-to-wire as the consensus top prospect in the 2019 draft. He ended up slashing .353/.473/.559 throughout his career at Oregon State, where he also briefly kicked for the football team, and stood apart from the other members of Collegiate Team USA. To nobody's surprise, he was drafted first overall in 2019 and signed for an $8.1 million bonus. Because of the pandemic, 2021 was Rutschman's first full pro season. The Orioles sent him straight to Double-A Bowie, where he slashed .271/.392/.508 and earned a promotion to Triple-A Norfolk. Across the entire season, he hit .285/.397/.502, with nearly as many walks as strikeouts and 50 extra-base hits. In the middle of all that he went to the Futures Game, where his batting practice session was among the loudest and most impressive of the elite talents there. He'd switch sides of the plate mid-session and just start sending balls into the Coors Field seats without needing any swings to get comfortable from that side. Rutschman's swing is absurdly athletic for a guy his size and even though it's often an effortful cut, he barely ever whiffs, posting a 6.7% swinging strike rate in 2021, among the best in the minors. That mark would rank Rutschman 16th among qualified big leaguers in 2021, slightly better than Jose Altuve and Justin Turner in this particular statistical department.  
Rutschman catches from a traditional squat but will sometimes fall to one knee as he's receiving a pitch to improve its presentation to the umpire. He's extremely strong and can frame pitches at the bottom of the strike zone without letting his target sag below it first, which lots of other catchers need to do to frame pitches there. His best pop times hover around 1.90 and are right on the bag, though Rutschman's longer levers and big frame can sometimes mean a few extra tenths to get out of his crouch when he has to reach across his body to catch an errant pitch on steal attempts. His fiery on-field makeup is tailored to the situation. Sometimes, he calmly shepherds pitchers along; sometimes, he's in full Brian Dawkins mode, lighting a fire under the team and the crowd. 
Rutschman is a nearly-perfect prospect and inspired internal discussion about whether he deserved to be our second-ever 80 FV player. We decided against it largely due to the nature of the catcher position, which tends to reduce the number of games played and often comes with (sometimes long) fallow offensive stretches due to the physical toll catching takes. There's also a little gap between Rutschman's measured raw power and his visual report, and his barrel rates in 2021 were a little below the big league average. Adley makes a ton of contact but not always on the sweet spot of the ball, leading to what we anticipate will be all-fields doubles spray rather than elite home run totals. Still, he projects as a perennial All-Star and consistent MVP threat, the next decade's best catcher in baseball.","J9NFZSjsaEQ","26288"
2,1,"Bobby Witt Jr.","KCR","SS","MLB",2022,"65","Med",,"22.2972222","6' 1""","205","R","R",2019,"Draft","KCR",7789900,"Coleyville Heritage HS (TX)","Witt's development is occurring at a rate that would make Ocarina of Time speedrunners envious, as the Royals effectively skipped the prodigiously talented shortstop over both A-ball levels and sent him right to Double-A Northwest Arkansas to start 2021, his first full season of affiliated ball. Witt, who began the year as a 20-year-old, responded by hitting .290/.361/.576 across a season split evenly between Double- and Triple-A. He amassed 72 extra-base hits, 33 of them home runs, in just 123 games and swiped 29 bases at a 73% success rate. The 33 dingers were good for fourth-most in all the minor leagues, trailing only Marlins prospect Griffin Conine (their dads were briefly teammates in 1995) and org-mates MJ Melendez and Nick Pratto. 
Witt has had more than a half decade of uninterrupted excellence and he looked the part, both physically and fundamentally, among big leaguers during the 2020 summer camp and alternate site period, when he was barely 20 years old. He was a known elite prospect as a high school underclassman thanks to his combination of physical gifts and poise, eventually going second overall behind Adley Rutschman in the 2019 draft. His hit tool was nitpicked leading up to that draft, which was natural considering that the mix after Rutschman was Witt and several premium hit tool guys in Andrew Vaughn, C.J. Abrams, and Riley Greene. Witt's underlying data suggests there are still some nits to pick in this regard, as his swinging strike rate (14.3%) was worse than average in 2021, and he has historically had issues swinging inside on the outer edge. That, in particular, has plagued Witt during his early big league tenure, as he's chased breaking balls at a roughly 40% clip, much worse than the big league average (28% on all pitches). But because he's a viable defensive shortstop, has big raw power, and has shown that he's going to get to that power in games, Witt need only have a 40-grade hit tool to be a star, and he looks like a lock to be at least a 3 WAR player annually even if that's where things settle. 
He performed exceptionally well against velocity while with Omaha, slugging .800 against pitches 93 mph and above (albeit in just a 77-pitch sample), and was especially adept at turning on heaters up-and-in there. But that hasn't carried into 2022, and Witt had just a 28 wRC+ against big league fastballs as he graduated from prospect eligibility, which happened not long before list publication. Instead, he's been doing most of his damage against hanging breaking balls. 
These issues are consistent with the growing pains of all but a few truly elite players who debut around this age, and aren't a cause for alarm so much as they're key data points to monitor for improvement. Witt still projects as a 30-homer threat at a premium position, and generates Trevor Story and Willy Adames comps because his frame resembles theirs more than it does those of the XL Tatis/Correa/Seager types. Witt became even more like Story late in 2021 when his throws to first lost some zip. It wasn't so bad that he was at risk of moving off of short, but it was something to keep an eye on at the start of 2022. While at times his throwing stroke looks atypical, these issues seem to have resolved and Witt has consistently made strong, accurate throws to first, at times using his athleticism to do so in spectacular fashion. Witt has experience all over the infield and debuted as a third baseman, but became the favorite to receive the lion's share of shortstop reps when Adalberto Mondesi tore his ACL. Mondesi's injury was a body blow to the Royals' defensive flexibility but doesn't impact Witt's projection at all, and it might actually relieve some of the mental load that would have come with playing all over the field and help him make necessary offensive adjustments more quickly. Once that happens, he'll be a power-hitting star shortstop and the face of this franchise's resurgence.","t9XYmBesagk","25764"
3,1,"Julio Rodríguez","SEA","CF","MLB",2022,"65","High",,"21.7555555","6' 3""","228","R","R",2017,"J2","SEA",1750000,"Dominican Republic","While Rodríguez hasn't turned out to be a completely polished, impact big leaguer from day one, keep in mind that he's the age of most college draft prospects and raced through the minors amid a season lost to the pandemic as well as overhauls to his swing and physique, all while still performing at an elite level (independent of his age). This all started back in 2019 when the Mariners skipped Rodríguez over two levels and sent him to full-season ball at their bygone affiliate in West Virginia. While perhaps a bit chase-prone, he dominated the Sally League, was promoted to High-A Modesto late in the year, and finished strong there before he looked heavy and gassed in the 2019 Fall League, where he was running in the 4.4s. Sequestered at the alternate site in 2020 (where he suffered a fractured wrist), he wasn't seen again in anything resembling a normal competitive environment until the 2020-21 Dominican Winter League, where the most advanced pitching he had ever faced exposed his middling breaking ball recognition (more on that shortly). By that time, he had already begun to lean down and run faster (he's running in the 4.25-4.3 range at this point), though it wasn't until after that LIDOM jaunt that Rodríguez's swing would be overhauled into the version you see today. Sent back to High-A in 2021 (this time in Everett due to the reshuffling of the minor leagues), he slashed .325/.410/.581 while striking out 21.6% of the time and walking at a 10.4% clip. Upon his promotion to Double-A, he improved in almost every category, recording fewer strikeouts and more walks while slashing .362/.461/.546 over 46 games. On only two occasions did he go two or more consecutive games without recording a hit, and never more than three. Rodríguez spent time away from affiliated ball representing the Dominican Republic as part of the Summer Olympic Games, first in June for the qualifiers, then later in the summer for the Games themselves. 
That he was able to hit among all these stops, starts, and long bits of travel — and with a relatively new swing — was incredible. This new swing (his hands once set up similarly to Juan Gonzalez's, and are now akin to Brandon Marsh's) may not stick long-term. This version struggles to get on top of letter-high fastballs, instead tending to foul them away, and Rodríguez's front foot was striding open and leaving him vulnerable to well-located sliders on the outer third of the plate, though this has gotten better. Opposing big league pitchers have been trying to exploit this during Rodríguez's debut. As of publication, he had seen a lower percentage of fastballs than all but six other qualified hitters and the fourth-highest percentage of sliders. Julio's natural tendency has been to pull off of sliders, and he often pulls on the ground even the ones he makes contact with on the outer edge of the zone. It's tough to ask him to more regularly dive to the outer part of the plate and try to drive the ball to the opposite field since his swing is already vulnerable to high fastballs, and committing to the outer third in a way opposing batteries can identify would leave him more vulnerable to getting blown up by fastballs in on his hands when he guesses wrong. It takes special feel to hit for a player to alter the way they use their lower half based on what they're seeing, reacting while a pitch is in mid-flight. At the very start of his pro career that seemed like something Rodríguez was doing naturally, so either we were wrong about that or his current swing doesn't allow for it. Again, Rodríguez has done nothing but rake in the minors despite these issues. He has enormous talent and drive to succeed, and is likely an adjustment or two away from being the dominant, heart-of-the-order force we expect he'll be. For now, his speed is his carrying tool. Among the Statcast Sprint Speed leaders (a metric that measures peak speed), Rodríguez has been running 4.25 from home to first per Baseball Savant. That's an above-average time per the traditional 20-80 run time scale and is plus in actuality, which has helped mask his lack of experience and middling instincts there. Would Rodríguez be playing center field on most rosters right now? Probably not, and at his age and his size, he still projects to a corner outfield spot long-term, but the more important takeaway is that this young man basically willed himself into being a passable option there by altering his training with speed in mind. That seemingly indomitable aspect of his personhood will likely find a way to dial in what's happening on offense.","fm1zz74sRbc","23697"
3,1,"Gabriel Moreno","TOR","C","MLB",2022,"60","Med",,"22.6305555","5' 11""","210","R","R",2016,"J2","TOR",25000,"Venezuela","As much as any prospect could break out during the dark 2020 minor league season, Moreno broke out. He was fairly well-regarded coming out of 2019, then was seen on alternate site video, during instructs, and later in the Venezuelan Winter League, where he hit .373/.471/.508. The length of his year was as close as any catching prospect came to replicating a full season behind the dish in 2020, and there was already enough buzz at that point for us to include Moreno on last year's Top 100. Then 2021 began and Moreno started on an epic tear, slugging .650 at Double-A New Hampshire before missing a couple of months with a fractured thumb. He ended up playing in just shy of 40 regular season games, then picked up reps during the Arizona Fall and Venezuelan Winter Leagues. 
The visual evaluation of Moreno's power does not support the idea that he can slug .500, his career mark. One could argue that's because he was most widely seen coming off a hand injury that might dilute his power, but his batted ball data from before the injury also indicates his Double-A output was inflated. You can't fake an 11% strikeout rate, though, which is Moreno's career mark. While he's an aggressive hitter who sometimes takes fundamentally unsound swings, he has 70-grade bat control and tends to find a way to poke, spray, and slash contact all over the field. He can square high-end velocity, and though his overall hit tool grade projects below his raw barrel control due to his flawed approach, there's enough offense to make him an All-Star offensive performer at catcher. He also has rare speed for the position and has an overall skill set like that of a less-toolsy Jason Kendall. Defensively, Moreno catches on one knee until there are runners on or there are two strikes, then sets up in a very wide crouch as if he's always preparing to block a breaking ball in the dirt. He'll sometimes finish on one knee in an effort to frame a pitch on the edge, even if he didn't start there. He popped in the 1.95-1.98 range during Fall League, a slightly above-average range of times for throws down to second base.","kZMLKOcWFe4","22664"
1,1,"Riley Greene","DET","RF","MLB",2022,"60","Med",,"22.0083333","6' 3""","200","L","L",2019,"Draft","DET",6180700,"Hagerty HS (FL)","Greene has done nothing but rake since early in high school, and now he's done so all the way up through Triple-A, a level he reached weeks shy of his 21st birthday. Greene was sent to Double-A to start 2021 with just 24 games of full-season pro baseball under his belt, coming off a year spent facing alternate site pitching over and over again. He responded by hitting a combined .301/.387/.534 across the two levels. That kind of performance is astounding, and bolsters long-standing industry resolve that Greene has special hitting talent. His swing has a controlled ferocity (Greene has remarkable lower half flexibility) that creates all-fields spray, and comes with enough raw juice to put balls out toward either gap. His strikeout rate has been a little higher than is typical for someone with such a sterling on-paper track record, and he swung and missed at more in-zone breaking balls while he was with Toledo than we would have guessed. But again, Greene was only 20 and at Triple-A. His amateur prominence allowed him to show off the way he thinks about hitting, which we consider reason enough to expect he'll make adjustments if he ever has to. While unathletic in some ways (we have him projected to an outfield corner), Greene is a fish in water where it matters most: in the batter's box. We think he'll hit enough to be a multi-time All-Star.",,"25976"
4,1,"Spencer Torkelson","DET","1B","MLB",2022,"60","Med",,"23.0972222","6' 1""","230","R","R",2020,"Draft","DET",8420000,"Arizona State","Torkelson was seen as one of the best offensive prospects in all of baseball before he even turned pro, as his production and underlying metrics at Arizona State broke some draft models. The first overall pick in the 2020 draft, Torkelson might not have had the breakout statistical performance some anticipated in his pro debut, but that speaks more to lofty expectations than actual results, as he reached Triple-A and showed he is nearly big-league ready after just 121 games of minor league experience. Torkelson has the potential to be an impact bat who hits in the three- or four-hole for a championship-level lineup. His raw power is near or at the top of the scale, but he’s also a sound hitter with a compact swing and feel for barrel control, with some scouts projecting a future plus hit tool once his closes up some holes at the bottom of the zone. His swing decisions are near-flawless, but he can get passive at times, waiting for the perfect pitch while laying off ones he has proven he can drive. While he never manned the hot corner in college, the Tigers dabbled with him there during the season, but the results failed to impress; he’s a low-twitch player with an average at best arm who is no more than a fringy defender at first base. Torkelson’s bat is his ticket to the big leagues, and it’s hard to find anyone who doesn't think he'll be a terrifying presence in the box for years to come and a strong candidate for 2022 Rookie of the Year honors.","3Q4wD3EV960","27465"
2,1,"Oneil Cruz","PIT","SS","MLB",2022,"60","High",,"23.9916666","6' 7""","220","L","R",2015,"J2","LAD",950000,"Dominican Republic","Our discussions about Pittsburgh's top prospect boiled down to a simple question: If he'd been eligible, would Cruz have gone 1:1 in the 2021 draft? It's a slightly banal rephrasing of ""who ya got?"" between Cruz and the player the Pirates actually selected, Henry Davis, but framing it this way also helps illustrate Cruz's unique profile. Would a club really have spent the top pick of the draft on a 6-foot-7, 210-pound infielder? A player with a history of sub-70% contact rates? A guy who may or may not stick at shortstop? In this risk averse industry? 
Hell yes, they would. Or at least they should, in our view, given Cruz's jaw dropping blend of skills, tools, and upside. It's very rare to find a player with 80 raw, an 80 arm, and plus wheels. Cruz brings all of that to the table while playing a passable shortstop, which is remarkable even without accounting for his size. About that stature: obviously it's tough to be quick to the ball when your levers look like windmill blades. There is precedent for guys Cruz's height being able to hit, though, and he's significantly more athletic than Aaron Judge, Richie Sexson, and Nate Freiman. He's an explosive player and his wrists are strong as hell. He can impact the ball all over the zone and he actually had a below league-average strikeout rate in Double-A as a 22-year-old. And as Mychal Givens can attest, you can get Cruz off balance with a well-placed offspeed pitch out of the zone, and he still might send it to the Allegheny. He'll probably strikeout a fair amount due to an expansive approach, and we wouldn't be shocked if he moves to a different position as he heads into his late 20s, but if everything clicks that won't matter too much. Is there risk here? Yes. Cruz's approach can be reckless and immature. If he slides down the defensive spectrum and that never improves, he'll be on thin ice. He's also one of the few players in the minors with a feasible chance to become an 80, or at least have some 80-grade seasons amid season-to-season variance in performance due to his swing decisions. ","GzwLKufiG4A","21711"
11,1,"CJ Abrams","WSN","2B","MLB",2022,"60","High",,"21.9944444","6' 2""","185","L","R",2019,"Draft","SDP",5200000,"Blessed Trinity HS (GA)","The gun-slingin' Padres tend to push their prospects up the minor league ladder more quickly than other teams. They sent the electrifying Abrams to Double-A San Antonio at the start of 2021 after the 20-year-old had barely played full-season ball in '19, his draft year. Abrams responded by hitting .296/.363/.420 during two healthy months with the Missions. Then he fractured his left leg and sprained his MCL in an infield collision with Eguy Rosario in late June, ending his year. There was hope that Abrams would recover in time for a Fall League assignment, but he only played during a narrow instructs window and suffered another injury, this time a bruised shoulder. That didn't stop the Padres from pushing the envelope again in 2022, as Abrams opened the year with the big league team; at that point, he had played just 42 games above A-ball. His relative inexperience showed during a month-long debut stint while the Padres waited for some of their veterans to come off the IL, as Abrams hit .182 during that span. Given the context and sample size of that performance, there isn't much to draw from his struggles.
The catalytic qualities that make Abrams an exciting young leadoff hitter were often evident even amid these performance woes. Still a hit-over-power prospect by a comfortable margin, Abrams has started to fill out without losing any of his impact speed, as he's running in the sub-4.2s coming off his injury-addled 2021. Abrams' swing is geared to lift pitches down-and-in. He can flatten his path and get to pitches in other parts of the zone, but tends to spray those pitches the other way. As he continues to fill out and get stronger, he might be able to put balls out to left field and do a ton of damage in the opposite field gap. Both the way Abrams' bat traverses the zone and the way his head kicks back like the butt of a shotgun when he really lays into a ball evoke Kenny Lofton, and Abrams also turns a fair number of bunts and infield choppers into base hits, à la the should-be-HoFer. While he hadn't generated a ton of early-career data because of the pandemic and injuries, it's becoming clear that Abrams' approach is more expansive than is ideal. He tends to offer at pitches out of the strike zone that can dilute the quality of his contact. That will need to improve for him to attain his ceiling as one of the more dynamic leadoff hitters in the sport. 
On defense, Abrams' hands, actions, and arm accuracy are all below average. They're not so bad that Abrams definitely has to move off the infield, and aspects of his defense (especially his arm utility) have improved since high school even though he has missed a lot of reps. Over the last decade or so, speedy infield prospects with similar issues (Billy Hamilton, Roman Quinn) have tended to end up in the outfield, but to this point, Abrams has only played a smattering of big league innings in right, with the vast majority coming at shortstop and second base. Regardless of where he ends up, it's a virtual lock to be an up-the-middle position, where Abrams' contact ability should be enough for him to be a good everyday player, while his looming power is what could make him a huge star.","UhCOxi0kL08","25768"
51,3,"Shane Baz","TBR","SP","MLB",2022,"60","Med",,"23.2888888","6' 2""","190","R","R",2017,"Draft","PIT",4100000,"Concordia Lutheran HS (TX)","Baz came into the 2021 season having never pitched above A-ball, but by the end of the year, his resume would include pitching before an empty Olympic ballpark, in a rowdy Yankee Stadium during a hotly-contested playoff chase, and on the postseason stage itself. The big story was Baz's improved control. Coming into 2021, he had a career 23.9% strikeout rate and 11.6% walk rate, which he bolstered with extreme velocity, including occasionally hitting triple digits. His low-effort, repeatable delivery has been changed so that Baz is throwing from the stretch all the time.  
Historically, Baz has presented two distinct versions of himself. The first is that of a starter who sits in the mid-90s with a four-pitch arsenal, the Baz that was present at the 2020 alternate site, where his lower velocity might be at least partially attributed to the less-competitive atmosphere. The other is that of a high-90s flamethrower with a more limited repertoire. In 2021, Baz combined the best of those profiles while in the minor leagues. He started the year at Double-A, where he struck out over 40% of the batters he faced against an absurd 1.6% walk rate – that’s just two batters in 32.2 innings. He was promoted in June and continued to dominate at Triple-A (with a brief hiatus to snag Olympic silver) before making his major league debut in September. He went five-plus innings in both of his first two big league starts, with his fastball velocity in the 96-98 mph range even into his later innings of work. But in his last start of the regular season against the Yankees, as well as his ALDS start against the Red Sox, he struggled to keep his pitch count down, unable to get big leaguers to chase with the same consistency he had against batters in the minors. He was also punished on several mistakes where he missed his location and left pitches over the heart of the plate. Still, no matter how hot the spotlight, Baz never seemed to sweat. That composure will be useful, even if he ultimately proves unable to more reliably miss bats multiple times through the order and ends up a high-leverage reliever. He had arthroscopic surgery in the spring of 2022, perhaps heightening those chances. No matter — reliever Baz would probably still be an elite closer.","-j3khhUBqgI","22264"
34,1,"Hunter Greene","CIN","SP","MLB",2022,"55","High",,"23.1527777","6' 5""","230","R","R",2017,"Draft","CIN",7200000,"Notre Dame HS (CA)","2021 was the first time in nearly two years that Greene pitched in a minor league game, starting his season at Double-A Chattanooga and pitching 41 dominant innings there – he routinely hit triple digits while striking out 37% of opposing batters with a 1.00 WHIP – before being promoted in mid-June. He allowed four home runs in his Triple-A debut, but settled into a dominant streak after that, culminating in his best outing of the season: 6.1 innings in early August during which he struck out 10, allowing just one walk and one hit. His season tapered off a bit after that, and by mid-September, Greene was showing signs of fatigue (his velos began to dip) and he was shut down, having reached his innings cap for the year. His Triple-A stat line wasn't as dazzling as what he did at Double-A; his strikeout rate slid (though to a still-impressive 28.6%) while his walks increased above the 9% mark and his home run rate nearly tripled. He came out throwing extremely hard again this spring, sitting 99-102 throughout his major league camp outings, and while his fastball was once again strangely hittable at times, he clearly deserved to break camp with the big league team; he made his big league debut just prior to list publication.
Greene’s arm slot is back in the three-quarters area after dropping down at the 2020 alternate site, which should give his fastball more vertical hop, enabling better playability in the top half of the strike zone, though the shape of his heater still isn't great and needs to be above the strike zone to really get whiffs. The return to this arm slot will also help him get on top of his upper-80s slider and create vertical depth on that pitch; at the very least, this two-pitch combo means Greene can be an elite late-inning reliever if it comes to it. His changeup can get whiffs from lefties on occasion, and even though he only threw it about 4% of the time in 2021, he showed consistent feel for locating it to his arm side while he was at Louisville. Recall Greene was a two-way high schooler, he's missed a year due to Tommy John, and made the weird posture/arm slot change at the alt site amid virtually no real 2020 season. These factors, plus Greene's supreme athleticism and great looking delivery, make us want to keep projecting on his changeup enough to consider him a future star starting pitcher. ","tKAAzmpe180","22182"
